gene_name	gencode_protein_id	gencode_transcript_id	gencode_length	uniprot_id	uniprot_entry_name	uniprot_protein_name	uniprot_length	length_difference	function	subcellular_location	go_bp_count	go_mf_count	keywords_count	domains_count
TLR6	ENSP00000424718.2	ENST00000508254.6	796	Q9Y2C9	TLR6_HUMAN	Toll-like receptor 6	796	0	Participates in the innate immune response to Gram-positive bacteria and fungi. Specifically recognizes diacylated and, to a lesser extent, triacylated lipopeptides (PubMed:20037584). In response to diacylated lipopeptides, forms the activation cluster TLR2:TLR6:CD14:CD36, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretio...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR6	ENSP00000371376.1	ENST00000381950.2	796	Q9Y2C9	TLR6_HUMAN	Toll-like receptor 6	796	0	Participates in the innate immune response to Gram-positive bacteria and fungi. Specifically recognizes diacylated and, to a lesser extent, triacylated lipopeptides (PubMed:20037584). In response to diacylated lipopeptides, forms the activation cluster TLR2:TLR6:CD14:CD36, this cluster triggers signaling from the cell surface and subsequently is targeted to the Golgi in a lipid-raft dependent pathway (PubMed:16880211). Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretio...	Cell membrane; Cytoplasmic vesicle, phagosome membrane; Membrane raft; Golgi apparatus	0	0	20	2
TLR8	ENSP00000218032.7	ENST00000218032.7	1041	Q9NR97	TLR8_HUMAN	Toll-like receptor 8	1041	0	Endosomal receptor that plays a key role in innate and adaptive immunity (PubMed:25297876, PubMed:32433612). Controls host immune response against pathogens through recognition of RNA degradation products specific to microorganisms that are initially processed by RNASET2 (PubMed:31778653). Recognizes GU-rich single-stranded RNA (GU-rich RNA) derived from SARS-CoV-2, SARS-CoV-1 and HIV-1 viruses (PubMed:33718825). Upon binding to agonists, undergoes dimerization that brings TIR domains from the t...	Endosome membrane	0	0	19	2
TLR8	ENSP00000312082.5	ENST00000311912.5	1059	Q9NR97	TLR8_HUMAN	Toll-like receptor 8	1041	18	Endosomal receptor that plays a key role in innate and adaptive immunity (PubMed:25297876, PubMed:32433612). Controls host immune response against pathogens through recognition of RNA degradation products specific to microorganisms that are initially processed by RNASET2 (PubMed:31778653). Recognizes GU-rich single-stranded RNA (GU-rich RNA) derived from SARS-CoV-2, SARS-CoV-1 and HIV-1 viruses (PubMed:33718825). Upon binding to agonists, undergoes dimerization that brings TIR domains from the t...	Endosome membrane	0	0	19	2
TM6SF1	ENSP00000368700.6	ENST00000379390.10	188	Q9BZW5	TM6S1_HUMAN	Transmembrane 6 superfamily member 1	370	182	May function as sterol isomerase	Lysosome membrane	0	0	8	2
TM6SF1	ENSP00000317000.9	ENST00000322019.14	370	Q9BZW5	TM6S1_HUMAN	Transmembrane 6 superfamily member 1	370	0	May function as sterol isomerase	Lysosome membrane	0	0	8	2
TM6SF1	ENSP00000457477.1	ENST00000565774.5	339	Q9BZW5	TM6S1_HUMAN	Transmembrane 6 superfamily member 1	370	31	May function as sterol isomerase	Lysosome membrane	0	0	8	2
TM6SF1	ENSP00000454275.1	ENST00000565982.1	166	Q9BZW5	TM6S1_HUMAN	Transmembrane 6 superfamily member 1	370	204	May function as sterol isomerase	Lysosome membrane	0	0	8	2
TM6SF1	ENSP00000454416.1	ENST00000561551.1	30	Q9BZW5	TM6S1_HUMAN	Transmembrane 6 superfamily member 1	370	340	May function as sterol isomerase	Lysosome membrane	0	0	8	2
TMCC1	ENSP00000404711.2	ENST00000432054.6	329	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	324	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000376930.3	ENST00000393238.8	653	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	0	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000389892.2	ENST00000426664.6	539	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	114	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000513608.1	ENST00000698214.1	470	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	183	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000513609.1	ENST00000698215.1	474	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	179	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000497993.1	ENST00000648771.1	539	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	114	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000426180.1	ENST00000510323.1	17	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	636	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000422544.1	ENST00000505616.5	83	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	570	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC1	ENSP00000427352.1	ENST00000513411.5	6	O94876	TMCC1_HUMAN	Transmembrane and coiled-coil domains protein 1	653	647	Endoplasmic reticulum membrane protein that promotes endoplasmic reticulum-associated endosome fission (PubMed:30220460). Localizes to contact sites between the endoplasmic reticulum and endosomes and acts by promoting recruitment of the endoplasmic reticulum to endosome tubules for fission (PubMed:30220460). Endosome membrane fission of early and late endosomes is essential to separate regions destined for lysosomal degradation from carriers to be recycled to the plasma membrane (PubMed:3022046...	Endoplasmic reticulum membrane	0	0	11	0
TMCC3	ENSP00000261226.4	ENST00000261226.9	477	Q9ULS5	TMCC3_HUMAN	Transmembrane and coiled-coil domain protein 3	477	0		Endoplasmic reticulum membrane	0	0	8	0
TMCC3	ENSP00000449888.1	ENST00000551457.1	446	G3V207	G3V207_HUMAN		446	0		Membrane	0	0	6	0
TMCC3	ENSP00000450078.1	ENST00000548918.1	132	F8VQF2	F8VQF2_HUMAN		132	0		Membrane	0	0	6	0
TMCO3	ENSP00000389399.2	ENST00000434316.7	677	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	0	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMCO3	ENSP00000364540.1	ENST00000375391.5	414	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	263	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMCO3	ENSP00000484053.1	ENST00000474393.5	524	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	153	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMCO3	ENSP00000478818.1	ENST00000473287.1	145	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	532	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMCO3	ENSP00000481060.1	ENST00000462877.5	163	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	514	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMCO3	ENSP00000482311.1	ENST00000622371.1	126	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	551	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMCO3	ENSP00000479613.1	ENST00000620021.4	94	Q6UWJ1	TMCO3_HUMAN	Transmembrane and coiled-coil domain-containing protein 3	677	583	Probable Na(+)/H(+) antiporter	Membrane	0	0	12	0
TMEM120A	ENSP00000473983.1	ENST00000493111.7	343	Q9BXJ8	TACAN_HUMAN	Transmembrane protein 120A	343	0	Multifunctional protein involved in mechanosensation, and plays an essential role in lipid metabolism and adipocyte differentiation (PubMed:26024229, PubMed:36420836). May function as a potential ion channel involved in sensing mechanical stimuli (PubMed:35235791). Mediates the mechanosensitivity of the PKD2-TMEM120A channel complex through direct physical interaction (PubMed:36420836). TMEM120A seems to affect mechanosensation by inhibiting PIEZO2 channels, possibly by altering cellular lipid c...	Cell membrane; Nucleus inner membrane; Endoplasmic reticulum	0	0	12	0
TMEM120A	ENSP00000480803.1	ENST00000417509.5	322	Q9BXJ8	TACAN_HUMAN	Transmembrane protein 120A	343	21	Multifunctional protein involved in mechanosensation, and plays an essential role in lipid metabolism and adipocyte differentiation (PubMed:26024229, PubMed:36420836). May function as a potential ion channel involved in sensing mechanical stimuli (PubMed:35235791). Mediates the mechanosensitivity of the PKD2-TMEM120A channel complex through direct physical interaction (PubMed:36420836). TMEM120A seems to affect mechanosensation by inhibiting PIEZO2 channels, possibly by altering cellular lipid c...	Cell membrane; Nucleus inner membrane; Endoplasmic reticulum	0	0	12	0
TMEM120A	ENSP00000484736.1	ENST00000439537.5	369	Q9BXJ8	TACAN_HUMAN	Transmembrane protein 120A	343	26	Multifunctional protein involved in mechanosensation, and plays an essential role in lipid metabolism and adipocyte differentiation (PubMed:26024229, PubMed:36420836). May function as a potential ion channel involved in sensing mechanical stimuli (PubMed:35235791). Mediates the mechanosensitivity of the PKD2-TMEM120A channel complex through direct physical interaction (PubMed:36420836). TMEM120A seems to affect mechanosensation by inhibiting PIEZO2 channels, possibly by altering cellular lipid c...	Cell membrane; Nucleus inner membrane; Endoplasmic reticulum	0	0	12	0
TMEM120A	ENSP00000480239.1	ENST00000493251.5	99	Q9BXJ8	TACAN_HUMAN	Transmembrane protein 120A	343	244	Multifunctional protein involved in mechanosensation, and plays an essential role in lipid metabolism and adipocyte differentiation (PubMed:26024229, PubMed:36420836). May function as a potential ion channel involved in sensing mechanical stimuli (PubMed:35235791). Mediates the mechanosensitivity of the PKD2-TMEM120A channel complex through direct physical interaction (PubMed:36420836). TMEM120A seems to affect mechanosensation by inhibiting PIEZO2 channels, possibly by altering cellular lipid c...	Cell membrane; Nucleus inner membrane; Endoplasmic reticulum	0	0	12	0
TMEM120A	ENSP00000479079.1	ENST00000480899.5	229	Q9BXJ8	TACAN_HUMAN	Transmembrane protein 120A	343	114	Multifunctional protein involved in mechanosensation, and plays an essential role in lipid metabolism and adipocyte differentiation (PubMed:26024229, PubMed:36420836). May function as a potential ion channel involved in sensing mechanical stimuli (PubMed:35235791). Mediates the mechanosensitivity of the PKD2-TMEM120A channel complex through direct physical interaction (PubMed:36420836). TMEM120A seems to affect mechanosensation by inhibiting PIEZO2 channels, possibly by altering cellular lipid c...	Cell membrane; Nucleus inner membrane; Endoplasmic reticulum	0	0	12	0
